sample_id,review_text,annotator_1_label,annotator_2_label,adjudicated_label,notes
SA-284,"Không phù hợp với người trẻ . - Văn phòng đẹp, rộng rãi.
- Sếp và đồng nghiệp thân thiện.
- Môi trường đa quốc gia, sử dụng English là chủ yếu, làm dự án cho Pháp, Đức.
- Môi trường quá formal , không năng động.
- Công việc nhàn hạ -> không cạnh tranh.
- Giờ giấc khá thoải mái. . - Hầu như không có phúc lợi gì ngoài bảo hiểm.
- Nhân viên phải mặc quần tây , áo sơ mi, mang giày.
- Công ty lớn nhưng lại nhỏ nhặt: cà phê free nhưng không có sữa, máy tính cấp cho nhân viên cấu hình Pentium , I3 trong khi làm việc trên một phần mềm cực nặng.
- Lương thấp so với các công ty khác và tăng lương rất chậm , đánh giá không đúng nhân lực nhân viên khiến rất nhiều nhân viên giỏi bỏ việc.
......",,,,
SA-285,"Lương tương đối ổn, review theo cảm tính là chính . Không gian và môi trường làm việc mở. Cấp laptop xịn.
Lãnh đạo thay đổi liên tục, org chart thay đổi mỗi năm. Làm 3 năm mà đổi 3-4 head/ line manager. . Đừng cắt giảm benefit nữa: cắt xe bus, cắt ứng lương, ...
Khi layoff thì nên thông tin minh bạch rõ ràng, đừng úp mở trong khi bên ngoài đã đồn hết rồi.
Việc thưởng và review bị tính chung với bộ phận và team nên sẽ ảnh hưởng rất nhiều.
Việc đào tạc còn hạn chế và hầu như chỉ định hướng cho các level cao.",,,,
SA-286,"Lương thấp, sếp tốt quan tâm đến nhân viên, giờ làm việc linh hoạt thoải mái . giờ làm việc linh hoạt thoải mái, văn hóa Việt Nam thoải mái, nói chung là vì thoải mái quá làm hư nhân viên, môi trường tốt để học hỏi cho các bạn mới ra trường . Lương CỰC thấp, tăng chậm, có sự bất công giữa lương người đã làm một thời gian và fresher mới tốt nghiệp
không được tính tiền OT mặc dù phải OT rất nhiều, hoặc có tính thì thủ tục cũng lằng nhằng",,,,
SA-287,"Phúc lợi tốt . Chính sách phúc lợi tốt.
Môi trường làm việc năng động, thân thiện.
Có nhiều câu lạc bộ thể thao, giải trí,...
Có các buổi senminar về kỹ năng mềm . Mặc dù review 2 lần/năm nhưng lương tăng rất ít. Phụ thuộc vào mức deal ban đầu",,,,
SA-288,"Cũng tạm ổn . - Đồng nghiệp thân thiện.
- Hybird work, flexible time.
- Chế độ cũng tạm được.
Nếu được request OT sẽ được thanh toán lương OT đầy đủ. . - Lương ko hấp dẫn.
- Nhảy công nghệ liên tục, không thể focus được vào 1 tech cụ thể.
- OT nhiều.",,,,
SA-289,"Công ty lộn xộn . Nhiều đồng nghiệp dễ thương nhiệt tình hỗ trợ, nhiều project thú vị . Công ty thay đổi cấu trúc liên tục, đôi khi đổi lead một cách vô lý, đổi người làm task mà không đối thoại trước, phân chia task nhiều khi không rõ ràng. Nhìn chung không có con đường phát triển sự nghiệp rõ ràng cho nhân viên, sếp quản lý task chứ gần như ít quản lý con người hay quan tâm phát triển và đối thoại với nhân viên. HR yếu kém. Nhiều quy trình. Giám đốc dự án Merchant mới vào làm việc lộn xộn, vô lý và gây mất thời gian, bực mình.
Không phải phòng ban nào cũng được OT, hiện đã bị hạn chế",,,,
SA-290,"Môi trường làm việc tốt, mọi người thân thiện, dễ gần. . - Phân chia công việc rõ ràng, team lead sát sao và tận tâm chỉ bảo cho team member (Không clear là được trả lời cho tới khi clear, code có lởm hay như nào cũng được comment góp ý cải thiện => đôi khi có cả code example để thấy sự khác nhau giữa lởm và xịn xò :v)
- Mọi người cởi mở chia sẻ kiến thức (nào thì về coding, testing, database,... chung là bao hết :))), kỹ năng, kinh nghiệm trong công việc (cả kỹ năng mềm cứng nhé. Đặc biệt là có những kinh nghiệm hiếm khi có ai share :v (mục này xin phép bí mật :v)).
- Lương thưởng, chính sách phúc lợi ổn, quan tâm chăm sóc đáp ứng nhu cầu của nhân viên khá nhanh và đầy đủ.
=> Chung quy là một nơi đáng để làm việc và cống hiến.
Được trả đầy đủ $ khi OT theo quy định (Cơ mà hiếm khi được OT lắm =))). . - Giờ cao điểm ăn chưa thì lò vi sóng phải xếp hàng => ăn trưa hơi muộn => mong muốn có thêm lò vi sóng hoặc có phương án nào đó để khắc phục (nice to have).
- Thật tuyệt vời nếu sửa hết mấy cái tựa đầu của ghế ngồi. Nó rụng như sung đôi lúc hơi khó chịu.
- Cũng thật tốt nếu dev FE được sử dụng Macbook =)).",,,,
SA-291,"Công ty process chuyên nghiệp . - HR làm việc chuyên nghiệp, có công việc rõ ràng cho vị trí, dự án hấp dẫn,
- Các chính sách và benefit tương đối tốt,
- Thường xuyên được PM quan tâm, thăm hỏi
rất thích kiểu cty như thế này, thời gian làm việc thoải mái không bị bắt OT . - Dùng vân tay để check thì ok nhưng không hiểu record timesheet để làm gì dù được nói là thời gian làm việc linh hoạt
- Công việc nhiều, bên này mọi người làm việc nghiêm túc",,,,
SA-292,"Môi trường thích hợp cho các bạn mới ra trường . Bạn mới ra trường, và chỉ mới học về lập trình khoản một tháng (bất kể bạn học ngành gì)?
Đây là nơi bạn sẽ được đón chào. Cty luôn welcome fresher! . Nếu bạn là một software engineer thực sự, công việc ở đây sẽ không có thử thách gì.
Nhưng bù lại đội ngũ HR của công ty sẽ có những thử thách về độ nhẫn nhịn của bạn :)))
Luôn phải OT nhưng không có một sự chi trả tương xứng",,,,
SA-293,"Recommend to work here . Environment. Technology. Multiple server for practice and learn
The environment is so friendly. Multiple activity to join for energetic people (badminton, soccer, marathon) . I’ll review more later. Currently, I’m fine with current state",,,,
SA-294,"Lương tạm, đồng nghiệp tốt. . Đồng nghiệp tốt, việc làm thoải mái, giờ giấc thoải mái.
Có cơ hội đi onsite. . Văn phòng bị chia ra nhiều, không tập trung.
Domain nhiều nên bơi rất nhiều.
Lương theo mặt bằng thôi, không cao.",,,,
SA-295,"Lương thấp, task nhiều, OT nhiều . Khu vực văn phòng rộng rãi, có ban công ăn sáng mát mẻ. Tèn hén nhiều nhưng chă ai la rầy. . Làm nhiều dự án cùng lúc, áp lực cao
Lấy ảnh nhân viên public mà không xin phép
Chỉ có dev làm chung với thông dịch viên, ít cơ hội học hỏi, tự học là chính.
OT có khi không có tiền chỉ được cộng ngày phép gian lận",,,,
SA-296,"Môi trường tốt để học hỏi, thời gian làm việc linh hoạt . - Môi trường tốt để học hỏi, làm việc với những người giỏi.
- Áp dụng các công nghệ mới
- Thời gian làm việc linh hoạt.
- Giữ xe miễn phí.
- Có pantry nhưng hơi nhỏ.
Có tính giờ nếu làm dư, tuy nhiên không nhiều............. . - Sếp thường thiên vị
- Không có các hoạt động thể thao giải trí cho nhân viên
- Thời gian làm việc 8.5h/ngày.
- Nhiều thời điểm làm việc rất stress.",,,,
SA-297,"Công ty tạm ổn . Môi trường làm việc thoải mái, đồng nghiệp thân thiện . Lương thấp so với mặt bằng chung, tốn nhiều thời gian dành cho việc tạo testcase, execute test (đối với dự án Japan)
OT nhiều nhất là mảng medical, OT nhiều nhưng được tính OT ít",,,,
SA-298,"Càng ngày càng tệ . Trả lương NET, bảo hiểm đàng hoàng, bonus nếu có những bằng cấp liên quan rất tốt . Chế độ phúc lợi ngày càng giảm, lương thì tăng quá ít và chậm, OT thì hầu như không được trả tiền hoặc trả đầy đủ, thượng tầng thì phức tạp .
Phải trình lên và được khách hàng approve thì mới được tính tiền OT",,,,
SA-299,"Môi trường làm việc thoải mái năng động . Môi trường làm việc thân thiện và chuyên nghiệp. Mn trong squad hỗ trợ nhau trong công việc. Về công việc thì cường độ cũng vừa phải, ko quá nặng. Chế độ remote full-time, thoải mái giờ giấc, miễn là hoàn thành công việc nhé.
Từ khi vào làm đến giờ thì chưa từng phải OT, tại khối lượng công việc cũng vừa phải. . Task planning chưa được tốt, nên hay thay đổi requirements với technical focus á. Cơ mà có đổi thì cũng cho thời gian để làm quen với task mới nên cũng ok nè.",,,,
SA-300,"Môi trường làm việc tuyệt vời . Sự quan tâm đến nhân viên:
- Teammate, leader hỗ trợ nhiệt tình trong công việc
- Các thắc mắc được mọi người hỗ trợ giải đáp tận tình
Văn hóa công ty:
- Phong cách làm việc chủ động, chuyên nghiệp
- Làm hết mình, chơi hết mình
Trả OT đầy đủ, đúng quy định, môi trường làm việc thoải mái . Hiện tại chưa có điều gì cần góp ý vì mọi thứ vẫn đang rất hài lòng đối với mình",,,,
